Student_ID,Sem1,Sem2,Sem3,Average_marks,Total_marks,Growth_Percentage
S539,52,67,72,63.666666666666664,191,38.46153846153847
S540,88,62,92,80.66666666666667,242,4.545454545454546
S541,66,78,75,73.0,219,13.636363636363635
S542,49,78,72,66.33333333333333,199,46.93877551020408
S543,92,86,61,79.66666666666667,239,-33.69565217391305
S544,63,93,84,80.0,240,33.33333333333333
S545,60,86,94,80.0,240,56.666666666666664
S546,64,58,80,67.33333333333333,202,25.0
S547,77,95,58,76.66666666666667,230,-24.675324675324674
S548,78,59,58,65.0,195,-25.64102564102564
S549,49,65,64,59.333333333333336,178,30.612244897959183
S550,87,76,75,79.33333333333333,238,-13.793103448275861
S551,80,81,96,85.66666666666667,257,20.0
S552,50,91,53,64.66666666666667,194,6.0
S553,63,80,55,66.0,198,-12.698412698412698
S554,69,60,77,68.66666666666667,206,11.594202898550725
S555,58,95,93,82.0,246,60.3448275862069
S556,74,66,58,66.0,198,-21.62162162162162
S557,67,73,99,79.66666666666667,239,47.76119402985074
S558,46,74,56,58.666666666666664,176,21.73913043478261
S559,58,70,78,68.66666666666667,206,34.48275862068966
S560,95,61,64,73.33333333333333,220,-32.631578947368425
S561,95,55,90,80.0,240,-5.263157894736842
S562,57,86,91,78.0,234,59.64912280701754
S563,71,76,91,79.33333333333333,238,28.169014084507044
S564,89,66,84,79.66666666666667,239,-5.617977528089887
S565,83,74,73,76.66666666666667,230,-12.048192771084338
S566,56,55,82,64.33333333333333,193,46.42857142857143
S567,86,87,98,90.33333333333333,271,13.953488372093023
S568,53,57,91,67.0,201,71.69811320754717
S569,70,66,81,72.33333333333333,217,15.714285714285714
S570,57,69,65,63.666666666666664,191,14.035087719298245
S571,88,93,59,80.0,240,-32.95454545454545
S572,95,72,78,81.66666666666667,245,-17.894736842105264
S573,64,96,89,83.0,249,39.0625
S574,55,70,55,60.0,180,0.0
S575,55,80,99,78.0,234,80.0
S576,56,54,54,54.666666666666664,164,-3.571428571428571
S577,51,96,61,69.33333333333333,208,19.607843137254903
S578,75,83,71,76.33333333333333,229,-5.333333333333334
S579,92,93,86,90.33333333333333,271,-6.521739130434782
S580,95,95,63,84.33333333333333,253,-33.68421052631579
S581,69,58,53,60.0,180,-23.18840579710145
S582,71,49,89,69.66666666666667,209,25.352112676056336
S583,51,93,94,79.33333333333333,238,84.31372549019608
S584,57,90,53,66.66666666666667,200,-7.017543859649122
S585,95,92,71,86.0,258,-25.263157894736842
S586,90,51,76,72.33333333333333,217,-15.555555555555555
S587,55,93,91,79.66666666666667,239,65.45454545454545
S588,49,51,63,54.333333333333336,163,28.57142857142857
S589,61,50,59,56.666666666666664,170,-3.278688524590164
S590,85,51,51,62.333333333333336,187,-40.0
S591,72,60,56,62.666666666666664,188,-22.22222222222222
S592,80,84,77,80.33333333333333,241,-3.75
S593,47,65,56,56.0,168,19.148936170212767
S594,67,95,85,82.33333333333333,247,26.865671641791046
S595,89,65,82,78.66666666666667,236,-7.865168539325842
S596,71,69,98,79.33333333333333,238,38.028169014084504
S597,59,67,61,62.333333333333336,187,3.389830508474576
S598,74,84,94,84.0,252,27.027027027027028
S599,73,67,53,64.33333333333333,193,-27.397260273972602
S600,66,54,76,65.33333333333333,196,15.151515151515152
S601,90,66,84,80.0,240,-6.666666666666667
S602,56,71,68,65.0,195,21.428571428571427
S603,75,56,66,65.66666666666667,197,-12.0
S604,61,74,64,66.33333333333333,199,4.918032786885246
S605,45,54,90,63.0,189,100.0
S606,82,87,64,77.66666666666667,233,-21.951219512195124
S607,66,70,60,65.33333333333333,196,-9.090909090909092
S608,94,87,57,79.33333333333333,238,-39.361702127659576
S609,84,85,76,81.66666666666667,245,-9.523809523809524
S610,46,73,86,68.33333333333333,205,86.95652173913044
S611,47,84,66,65.66666666666667,197,40.42553191489361
S612,61,68,51,60.0,180,-16.39344262295082
S613,81,74,63,72.66666666666667,218,-22.22222222222222
S614,74,57,51,60.666666666666664,182,-31.08108108108108
S615,45,70,83,66.0,198,84.44444444444444
S616,52,91,65,69.33333333333333,208,25.0
S617,85,59,77,73.66666666666667,221,-9.411764705882353
S618,79,49,94,74.0,222,18.9873417721519
S619,89,77,94,86.66666666666667,260,5.617977528089887
S620,80,62,65,69.0,207,-18.75
S621,60,74,96,76.66666666666667,230,60.0
S622,76,56,73,68.33333333333333,205,-3.9473684210526314
S623,85,82,78,81.66666666666667,245,-8.235294117647058
S624,87,70,62,73.0,219,-28.735632183908045
S625,56,78,97,77.0,231,73.21428571428571
S626,62,72,54,62.666666666666664,188,-12.903225806451612
S627,95,85,73,84.33333333333333,253,-23.157894736842106
S628,77,60,57,64.66666666666667,194,-25.97402597402597
S629,86,80,53,73.0,219,-38.372093023255815
S630,50,78,95,74.33333333333333,223,90.0
S631,93,60,62,71.66666666666667,215,-33.33333333333333
S632,78,82,97,85.66666666666667,257,24.358974358974358
S633,67,53,87,69.0,207,29.850746268656714
S634,74,74,88,78.66666666666667,236,18.91891891891892
S635,46,77,96,73.0,219,108.69565217391303
S636,94,89,50,77.66666666666667,233,-46.808510638297875
S637,51,87,59,65.66666666666667,197,15.686274509803921
S638,92,77,61,76.66666666666667,230,-33.69565217391305
S639,52,64,86,67.33333333333333,202,65.38461538461539
S640,88,93,72,84.33333333333333,253,-18.181818181818183
S641,47,69,80,65.33333333333333,196,70.2127659574468
S642,46,59,57,54.0,162,23.91304347826087
S643,68,82,68,72.66666666666667,218,0.0
S644,74,72,50,65.33333333333333,196,-32.432432432432435
S645,62,53,96,70.33333333333333,211,54.83870967741935
S646,82,70,82,78.0,234,0.0
S647,62,68,93,74.33333333333333,223,50.0
S648,76,78,66,73.33333333333333,220,-13.157894736842104
S649,95,56,95,82.0,246,0.0
S650,90,58,76,74.66666666666667,224,-15.555555555555555
S651,84,71,93,82.66666666666667,248,10.714285714285714
S652,58,88,65,70.33333333333333,211,12.068965517241379
S653,89,87,83,86.33333333333333,259,-6.741573033707865
S654,84,95,91,90.0,270,8.333333333333332
S655,58,92,89,79.66666666666667,239,53.44827586206896
S656,69,94,81,81.33333333333333,244,17.391304347826086
S657,48,76,93,72.33333333333333,217,93.75
S658,82,76,75,77.66666666666667,233,-8.536585365853659
S659,93,65,50,69.33333333333333,208,-46.236559139784944
S660,69,54,95,72.66666666666667,218,37.68115942028986
S661,89,67,62,72.66666666666667,218,-30.337078651685395
S662,75,81,84,80.0,240,12.0
S663,84,65,94,81.0,243,11.904761904761903
S664,56,62,99,72.33333333333333,217,76.78571428571429
S665,81,81,71,77.66666666666667,233,-12.345679012345679
S666,74,89,77,80.0,240,4.054054054054054
S667,84,96,97,92.33333333333333,277,15.476190476190476
S668,58,54,57,56.333333333333336,169,-1.7241379310344827
S669,83,81,91,85.0,255,9.63855421686747
S670,94,66,50,70.0,210,-46.808510638297875
S671,94,94,58,82.0,246,-38.297872340425535
S672,71,49,88,69.33333333333333,208,23.943661971830984
S673,76,75,69,73.33333333333333,220,-9.210526315789473
S674,69,78,97,81.33333333333333,244,40.57971014492754
S675,49,79,61,63.0,189,24.489795918367346
S676,78,79,98,85.0,255,25.64102564102564
S677,66,50,82,66.0,198,24.242424242424242
S678,49,76,63,62.666666666666664,188,28.57142857142857
S679,79,71,93,81.0,243,17.72151898734177
S680,68,66,98,77.33333333333333,232,44.11764705882353
S681,47,64,96,69.0,207,104.25531914893618
S682,74,54,80,69.33333333333333,208,8.108108108108109
S683,67,59,94,73.33333333333333,220,40.298507462686565
S684,79,57,99,78.33333333333333,235,25.31645569620253
S685,92,62,50,68.0,204,-45.65217391304348
S686,76,58,51,61.666666666666664,185,-32.89473684210527
S687,64,63,67,64.66666666666667,194,4.6875
S688,82,68,67,72.33333333333333,217,-18.29268292682927
S689,49,93,54,65.33333333333333,196,10.204081632653061
S690,60,65,58,61.0,183,-3.3333333333333335
S691,90,56,68,71.33333333333333,214,-24.444444444444443
S692,67,51,58,58.666666666666664,176,-13.432835820895523
S693,64,67,68,66.33333333333333,199,6.25
S694,74,52,75,67.0,201,1.3513513513513513
S695,95,72,81,82.66666666666667,248,-14.736842105263156
S696,84,78,87,83.0,249,3.571428571428571
S697,88,86,67,80.33333333333333,241,-23.863636363636363
S698,92,76,63,77.0,231,-31.521739130434785
S699,69,79,86,78.0,234,24.637681159420293
S700,61,80,69,70.0,210,13.114754098360656
S701,84,65,82,77.0,231,-2.380952380952381
S702,45,81,58,61.333333333333336,184,28.888888888888886
S703,72,95,80,82.33333333333333,247,11.11111111111111
S704,52,94,64,70.0,210,23.076923076923077
S705,71,57,51,59.666666666666664,179,-28.169014084507044
S706,65,50,75,63.333333333333336,190,15.384615384615385
S707,52,59,93,68.0,204,78.84615384615384
S708,53,86,57,65.33333333333333,196,7.547169811320755
S709,79,50,92,73.66666666666667,221,16.455696202531644
S710,46,57,95,66.0,198,106.5217391304348
S711,63,53,65,60.333333333333336,181,3.1746031746031744
S712,69,76,77,74.0,222,11.594202898550725
S713,74,64,62,66.66666666666667,200,-16.216216216216218
S714,87,65,70,74.0,222,-19.54022988505747
S715,61,79,86,75.33333333333333,226,40.98360655737705
S716,92,70,71,77.66666666666667,233,-22.82608695652174
S717,79,54,65,66.0,198,-17.72151898734177
S718,58,85,70,71.0,213,20.689655172413794
S719,95,51,85,77.0,231,-10.526315789473683
S720,70,63,89,74.0,222,27.142857142857142
S721,89,78,69,78.66666666666667,236,-22.47191011235955
S722,47,57,55,53.0,159,17.02127659574468
S723,65,62,88,71.66666666666667,215,35.38461538461539
S724,63,64,96,74.33333333333333,223,52.38095238095239
S725,50,85,96,77.0,231,92.0
S726,75,95,55,75.0,225,-26.666666666666668
S727,49,93,58,66.66666666666667,200,18.367346938775512
S728,86,75,98,86.33333333333333,259,13.953488372093023
S729,84,58,75,72.33333333333333,217,-10.714285714285714
S730,71,61,59,63.666666666666664,191,-16.901408450704224
S731,63,64,98,75.0,225,55.55555555555556
S732,50,77,60,62.333333333333336,187,20.0
S733,86,56,83,75.0,225,-3.488372093023256
S734,78,56,86,73.33333333333333,220,10.256410256410255
S735,80,64,80,74.66666666666667,224,0.0
S736,69,96,67,77.33333333333333,232,-2.898550724637681
S737,88,55,91,78.0,234,3.4090909090909087
S738,64,49,66,59.666666666666664,179,3.125
S739,87,57,84,76.0,228,-3.4482758620689653
S740,54,68,53,58.333333333333336,175,-1.8518518518518516
S741,47,49,78,58.0,174,65.95744680851064
S742,51,50,85,62.0,186,66.66666666666666
S743,63,88,58,69.66666666666667,209,-7.936507936507936
S744,49,81,57,62.333333333333336,187,16.3265306122449
S745,80,64,67,70.33333333333333,211,-16.25
S746,91,86,79,85.33333333333333,256,-13.186813186813188
S747,56,95,57,69.33333333333333,208,1.7857142857142856
S748,65,51,98,71.33333333333333,214,50.76923076923077
S749,75,51,65,63.666666666666664,191,-13.333333333333334
S750,54,95,77,75.33333333333333,226,42.592592592592595
S751,65,65,86,72.0,216,32.30769230769231
S752,84,73,65,74.0,222,-22.61904761904762
S753,61,55,63,59.666666666666664,179,3.278688524590164
S754,59,72,67,66.0,198,13.559322033898304
S755,53,69,71,64.33333333333333,193,33.9622641509434
S756,71,67,92,76.66666666666667,230,29.577464788732392
S757,87,95,81,87.66666666666667,263,-6.896551724137931
S758,90,62,77,76.33333333333333,229,-14.444444444444443
S759,52,74,71,65.66666666666667,197,36.53846153846153
S760,49,68,81,66.0,198,65.3061224489796
S761,63,69,94,75.33333333333333,226,49.2063492063492
S762,95,75,55,75.0,225,-42.10526315789473
S763,86,52,73,70.33333333333333,211,-15.11627906976744
S764,85,52,76,71.0,213,-10.588235294117647
S765,66,62,95,74.33333333333333,223,43.93939393939394
S766,85,58,75,72.66666666666667,218,-11.76470588235294
S767,54,67,76,65.66666666666667,197,40.74074074074074
S768,66,79,92,79.0,237,39.39393939393939
S769,94,60,66,73.33333333333333,220,-29.78723404255319
S770,81,90,99,90.0,270,22.22222222222222
S771,87,84,91,87.33333333333333,262,4.597701149425287
S772,71,80,80,77.0,231,12.676056338028168
S773,71,51,96,72.66666666666667,218,35.2112676056338
S774,55,82,80,72.33333333333333,217,45.45454545454545
S775,73,72,59,68.0,204,-19.17808219178082
S776,57,83,95,78.33333333333333,235,66.66666666666666
S777,85,75,88,82.66666666666667,248,3.5294117647058822
S778,74,57,73,68.0,204,-1.3513513513513513
S779,58,62,79,66.33333333333333,199,36.206896551724135
S780,85,71,96,84.0,252,12.941176470588237
S781,90,52,70,70.66666666666667,212,-22.22222222222222
S782,69,93,83,81.66666666666667,245,20.28985507246377
S783,71,73,62,68.66666666666667,206,-12.676056338028168
S784,83,95,72,83.33333333333333,250,-13.253012048192772
S785,59,66,57,60.666666666666664,182,-3.389830508474576
S786,51,92,88,77.0,231,72.54901960784314
S787,60,94,81,78.33333333333333,235,35.0
S788,54,80,96,76.66666666666667,230,77.77777777777779
S789,63,82,80,75.0,225,26.984126984126984
S790,60,66,86,70.66666666666667,212,43.333333333333336
S791,85,50,87,74.0,222,2.3529411764705883
S792,75,61,83,73.0,219,10.666666666666668
S793,82,70,86,79.33333333333333,238,4.878048780487805
S794,80,84,51,71.66666666666667,215,-36.25
S795,68,88,67,74.33333333333333,223,-1.4705882352941175
S796,56,72,96,74.66666666666667,224,71.42857142857143
S797,47,95,76,72.66666666666667,218,61.702127659574465
S798,93,62,98,84.33333333333333,253,5.376344086021505
S799,84,78,96,86.0,258,14.285714285714285
S800,61,73,55,63.0,189,-9.836065573770492
S801,89,61,75,75.0,225,-15.730337078651685
S802,50,72,71,64.33333333333333,193,42.0
S803,65,93,80,79.33333333333333,238,23.076923076923077
S804,51,95,58,68.0,204,13.725490196078432
S805,54,77,86,72.33333333333333,217,59.25925925925925
S806,92,74,58,74.66666666666667,224,-36.95652173913043
S807,63,78,88,76.33333333333333,229,39.682539682539684
S808,56,58,95,69.66666666666667,209,69.64285714285714
S809,91,63,99,84.33333333333333,253,8.791208791208792
S810,47,59,87,64.33333333333333,193,85.1063829787234
S811,76,97,81,84.66666666666667,254,6.578947368421052
S812,92,49,88,76.33333333333333,229,-4.3478260869565215
S813,71,79,64,71.33333333333333,214,-9.859154929577464
S814,76,64,65,68.33333333333333,205,-14.473684210526317
S815,57,82,55,64.66666666666667,194,-3.508771929824561
S816,79,72,97,82.66666666666667,248,22.78481012658228
S817,91,77,65,77.66666666666667,233,-28.57142857142857
S818,91,85,51,75.66666666666667,227,-43.956043956043956
S819,71,55,50,58.666666666666664,176,-29.577464788732392
S820,57,84,61,67.33333333333333,202,7.017543859649122
S821,70,69,57,65.33333333333333,196,-18.571428571428573
S822,77,74,81,77.33333333333333,232,5.194805194805195
S823,47,92,77,72.0,216,63.829787234042556
S824,69,69,51,63.0,189,-26.08695652173913
S825,66,52,86,68.0,204,30.303030303030305
S826,48,96,81,75.0,225,68.75
S827,51,74,93,72.66666666666667,218,82.35294117647058
S828,46,73,82,67.0,201,78.26086956521739
S829,69,69,62,66.66666666666667,200,-10.144927536231885
S830,63,68,70,67.0,201,11.11111111111111
S831,50,76,66,64.0,192,32.0
S832,63,78,58,66.33333333333333,199,-7.936507936507936
S833,86,56,70,70.66666666666667,212,-18.6046511627907
S834,63,49,60,57.333333333333336,172,-4.761904761904762
S835,52,84,64,66.66666666666667,200,23.076923076923077
S836,58,70,99,75.66666666666667,227,70.6896551724138
S837,47,49,65,53.666666666666664,161,38.297872340425535
S838,81,86,69,78.66666666666667,236,-14.814814814814813
S839,79,53,89,73.66666666666667,221,12.658227848101266
S840,77,86,58,73.66666666666667,221,-24.675324675324674
S841,85,77,92,84.66666666666667,254,8.235294117647058
S842,83,78,65,75.33333333333333,226,-21.686746987951807
S843,88,65,94,82.33333333333333,247,6.8181818181818175
S844,80,58,91,76.33333333333333,229,13.750000000000002
S845,94,57,52,67.66666666666667,203,-44.680851063829785
S846,55,64,50,56.333333333333336,169,-9.090909090909092
S847,51,95,91,79.0,237,78.43137254901961
S848,92,83,53,76.0,228,-42.391304347826086
S849,68,80,91,79.66666666666667,239,33.82352941176471
S850,83,65,99,82.33333333333333,247,19.27710843373494
S851,82,67,92,80.33333333333333,241,12.195121951219512
S852,91,50,63,68.0,204,-30.76923076923077
S853,62,62,50,58.0,174,-19.35483870967742
S854,66,82,93,80.33333333333333,241,40.909090909090914
S855,58,76,90,74.66666666666667,224,55.172413793103445
S856,76,85,51,70.66666666666667,212,-32.89473684210527
S857,86,57,70,71.0,213,-18.6046511627907
S858,74,52,84,70.0,210,13.513513513513514
S859,80,85,61,75.33333333333333,226,-23.75
S860,73,80,60,71.0,213,-17.80821917808219
S861,93,78,67,79.33333333333333,238,-27.956989247311824
S862,80,56,93,76.33333333333333,229,16.25
S863,87,80,73,80.0,240,-16.091954022988507
S864,57,72,81,70.0,210,42.10526315789473
S865,49,84,92,75.0,225,87.75510204081633
S866,46,58,69,57.666666666666664,173,50.0
S867,80,61,74,71.66666666666667,215,-7.5
S868,90,94,82,88.66666666666667,266,-8.88888888888889
S869,54,78,84,72.0,216,55.55555555555556
S870,66,63,96,75.0,225,45.45454545454545
S871,84,53,66,67.66666666666667,203,-21.428571428571427
S872,45,73,74,64.0,192,64.44444444444444
S873,59,96,96,83.66666666666667,251,62.71186440677966
S874,56,86,62,68.0,204,10.714285714285714
S875,75,83,54,70.66666666666667,212,-28.000000000000004
S876,80,64,85,76.33333333333333,229,6.25
S877,93,78,76,82.33333333333333,247,-18.27956989247312
S878,83,69,90,80.66666666666667,242,8.433734939759036
S879,94,84,81,86.33333333333333,259,-13.829787234042554
S880,78,84,67,76.33333333333333,229,-14.102564102564102
S881,49,48,99,65.33333333333333,196,102.04081632653062
S882,59,71,98,76.0,228,66.10169491525424
S883,86,64,58,69.33333333333333,208,-32.55813953488372
S884,58,54,98,70.0,210,68.96551724137932
S885,52,51,88,63.666666666666664,191,69.23076923076923
S886,52,85,87,74.66666666666667,224,67.3076923076923
S887,62,66,82,70.0,210,32.25806451612903
S888,52,71,89,70.66666666666667,212,71.15384615384616
S889,55,78,56,63.0,189,1.8181818181818181
S890,76,51,52,59.666666666666664,179,-31.57894736842105
S891,56,70,55,60.333333333333336,181,-1.7857142857142856
S892,67,75,62,68.0,204,-7.462686567164178
S893,93,84,73,83.33333333333333,250,-21.50537634408602
S894,66,67,59,64.0,192,-10.606060606060606
S895,82,61,94,79.0,237,14.634146341463413
S896,51,85,70,68.66666666666667,206,37.254901960784316
S897,80,88,98,88.66666666666667,266,22.5
S898,88,71,66,75.0,225,-25.0
S899,62,84,75,73.66666666666667,221,20.967741935483872
S900,67,55,87,69.66666666666667,209,29.850746268656714
S901,82,52,50,61.333333333333336,184,-39.02439024390244
S902,68,60,75,67.66666666666667,203,10.294117647058822
S903,54,81,80,71.66666666666667,215,48.148148148148145
S904,78,54,54,62.0,186,-30.76923076923077
S905,63,76,97,78.66666666666667,236,53.96825396825397
S906,90,70,72,77.33333333333333,232,-20.0
S907,95,92,70,85.66666666666667,257,-26.31578947368421
S908,77,65,60,67.33333333333333,202,-22.07792207792208
S909,64,84,97,81.66666666666667,245,51.5625
S910,74,87,58,73.0,219,-21.62162162162162
S911,58,94,76,76.0,228,31.03448275862069
S912,46,67,52,55.0,165,13.043478260869565
S913,80,78,64,74.0,222,-20.0
S914,83,57,87,75.66666666666667,227,4.819277108433735
S915,61,86,58,68.33333333333333,205,-4.918032786885246
S916,52,84,76,70.66666666666667,212,46.15384615384615
S917,56,85,91,77.33333333333333,232,62.5
S918,46,68,63,59.0,177,36.95652173913043
S919,95,53,64,70.66666666666667,212,-32.631578947368425
S920,68,79,85,77.33333333333333,232,25.0
S921,95,84,96,91.66666666666667,275,1.0526315789473684
S922,92,92,77,87.0,261,-16.304347826086957
S923,68,65,58,63.666666666666664,191,-14.705882352941178
S924,79,54,74,69.0,207,-6.329113924050633
S925,73,64,70,69.0,207,-4.10958904109589
S926,94,67,99,86.66666666666667,260,5.319148936170213
S927,48,73,98,73.0,219,104.16666666666667
S928,67,87,72,75.33333333333333,226,7.462686567164178
S929,46,75,92,71.0,213,100.0
S930,46,70,68,61.333333333333336,184,47.82608695652174
S931,94,82,61,79.0,237,-35.1063829787234
S932,79,66,91,78.66666666666667,236,15.18987341772152
S933,88,79,73,80.0,240,-17.045454545454543
S934,70,64,73,69.0,207,4.285714285714286
S935,94,59,96,83.0,249,2.127659574468085
S936,87,74,89,83.33333333333333,250,2.2988505747126435
S937,55,55,74,61.333333333333336,184,34.54545454545455
S938,57,60,68,61.666666666666664,185,19.298245614035086
S939,59,77,96,77.33333333333333,232,62.71186440677966
S940,52,56,64,57.333333333333336,172,23.076923076923077
S941,77,87,52,72.0,216,-32.467532467532465
S942,49,49,71,56.333333333333336,169,44.89795918367347
S943,94,91,77,87.33333333333333,262,-18.085106382978726
S944,67,73,68,69.33333333333333,208,1.4925373134328357
S945,62,55,99,72.0,216,59.67741935483871
S946,85,85,75,81.66666666666667,245,-11.76470588235294
S947,50,64,56,56.666666666666664,170,12.0
S948,51,89,83,74.33333333333333,223,62.745098039215684
S949,84,72,75,77.0,231,-10.714285714285714
S950,69,85,87,80.33333333333333,241,26.08695652173913
S951,87,73,87,82.33333333333333,247,0.0
S952,55,66,76,65.66666666666667,197,38.18181818181819
S953,58,72,93,74.33333333333333,223,60.3448275862069
S954,69,90,89,82.66666666666667,248,28.985507246376812
S955,94,85,91,90.0,270,-3.1914893617021276
S956,63,75,99,79.0,237,57.14285714285714
S957,67,85,63,71.66666666666667,215,-5.970149253731343
S958,79,65,79,74.33333333333333,223,0.0
S959,94,77,76,82.33333333333333,247,-19.148936170212767
S960,88,68,77,77.66666666666667,233,-12.5
S961,82,51,74,69.0,207,-9.75609756097561
S962,47,55,99,67.0,201,110.63829787234043
S963,49,85,78,70.66666666666667,212,59.183673469387756
S964,59,72,94,75.0,225,59.32203389830508
S965,77,56,90,74.33333333333333,223,16.883116883116884
S966,78,48,69,65.0,195,-11.538461538461538
S967,94,72,57,74.33333333333333,223,-39.361702127659576
S968,85,48,61,64.66666666666667,194,-28.235294117647058
S969,95,68,59,74.0,222,-37.89473684210527
S970,92,70,72,78.0,234,-21.73913043478261
S971,87,91,51,76.33333333333333,229,-41.37931034482759
S972,54,63,74,63.666666666666664,191,37.03703703703704
S973,84,95,89,89.33333333333333,268,5.952380952380952
S974,93,65,92,83.33333333333333,250,-1.0752688172043012
S975,71,50,92,71.0,213,29.577464788732392
S976,81,97,61,79.66666666666667,239,-24.691358024691358
S977,86,51,60,65.66666666666667,197,-30.23255813953488
S978,50,68,70,62.666666666666664,188,40.0
S979,66,86,55,69.0,207,-16.666666666666664
S980,82,58,95,78.33333333333333,235,15.853658536585366
S981,55,59,65,59.666666666666664,179,18.181818181818183
S982,70,94,84,82.66666666666667,248,20.0
S983,78,81,79,79.33333333333333,238,1.282051282051282
S984,92,97,76,88.33333333333333,265,-17.391304347826086
S985,51,56,66,57.666666666666664,173,29.411764705882355
S986,65,96,56,72.33333333333333,217,-13.846153846153847
S987,50,91,57,66.0,198,14.000000000000002
S988,53,93,71,72.33333333333333,217,33.9622641509434
S989,50,79,68,65.66666666666667,197,36.0
S990,78,87,65,76.66666666666667,230,-16.666666666666664
S991,52,50,91,64.33333333333333,193,75.0
S992,62,55,76,64.33333333333333,193,22.58064516129032
S993,48,55,84,62.333333333333336,187,75.0
S994,66,95,61,74.0,222,-7.575757575757576
S995,71,52,55,59.333333333333336,178,-22.535211267605636
S996,79,87,93,86.33333333333333,259,17.72151898734177
S997,68,76,79,74.33333333333333,223,16.176470588235293
S998,92,93,94,93.0,279,2.1739130434782608
S999,80,73,66,73.0,219,-17.5
S1000,58,63,99,73.33333333333333,220,70.6896551724138
S1001,78,67,93,79.33333333333333,238,19.230769230769234
S1002,79,72,87,79.33333333333333,238,10.126582278481013
S1003,53,61,95,69.66666666666667,209,79.24528301886792
S1004,73,70,99,80.66666666666667,242,35.61643835616438
S1005,65,95,70,76.66666666666667,230,7.6923076923076925
S1006,58,52,79,63.0,189,36.206896551724135
S1007,79,91,79,83.0,249,0.0
S1008,78,92,92,87.33333333333333,262,17.94871794871795
S1009,72,74,66,70.66666666666667,212,-8.333333333333332
S1010,48,91,64,67.66666666666667,203,33.33333333333333
S1011,78,67,92,79.0,237,17.94871794871795
S1012,61,67,93,73.66666666666667,221,52.459016393442624
S1013,46,90,61,65.66666666666667,197,32.608695652173914
S1014,53,91,67,70.33333333333333,211,26.41509433962264
S1015,85,84,75,81.33333333333333,244,-11.76470588235294
S1016,92,88,53,77.66666666666667,233,-42.391304347826086
S1017,81,75,77,77.66666666666667,233,-4.938271604938271
S1018,80,52,74,68.66666666666667,206,-7.5
S1019,55,53,70,59.333333333333336,178,27.27272727272727
S1020,59,64,50,57.666666666666664,173,-15.254237288135593
S1021,51,74,89,71.33333333333333,214,74.50980392156863
S1022,82,70,70,74.0,222,-14.634146341463413
S1023,47,80,74,67.0,201,57.446808510638306
S1024,83,48,85,72.0,216,2.4096385542168677
S1025,92,78,66,78.66666666666667,236,-28.26086956521739
S1026,80,85,97,87.33333333333333,262,21.25
S1027,52,67,94,71.0,213,80.76923076923077
S1028,56,73,60,63.0,189,7.142857142857142
S1029,91,60,53,68.0,204,-41.75824175824176
S1030,74,95,82,83.66666666666667,251,10.81081081081081
S1031,55,74,94,74.33333333333333,223,70.9090909090909
S1032,53,69,91,71.0,213,71.69811320754717
S1033,59,68,71,66.0,198,20.33898305084746
S1034,76,97,71,81.33333333333333,244,-6.578947368421052
S1035,88,52,93,77.66666666666667,233,5.681818181818182
S1036,63,48,53,54.666666666666664,164,-15.873015873015872
S1037,64,85,89,79.33333333333333,238,39.0625
S1038,65,83,78,75.33333333333333,226,20.0
S1039,64,76,78,72.66666666666667,218,21.875
S1040,49,85,87,73.66666666666667,221,77.55102040816327
S1041,92,91,83,88.66666666666667,266,-9.782608695652174
S1042,93,72,81,82.0,246,-12.903225806451612
S1043,80,69,56,68.33333333333333,205,-30.0
S1044,78,56,62,65.33333333333333,196,-20.51282051282051
S1045,74,54,77,68.33333333333333,205,4.054054054054054
S1046,76,64,51,63.666666666666664,191,-32.89473684210527
S1047,90,68,84,80.66666666666667,242,-6.666666666666667
S1048,93,53,96,80.66666666666667,242,3.225806451612903
S1049,56,76,80,70.66666666666667,212,42.857142857142854
S1050,59,68,78,68.33333333333333,205,32.20338983050847
S1051,62,61,83,68.66666666666667,206,33.87096774193548
S1052,95,59,92,82.0,246,-3.1578947368421053
S1053,94,95,53,80.66666666666667,242,-43.61702127659575
S1054,89,92,82,87.66666666666667,263,-7.865168539325842
S1055,45,76,75,65.33333333333333,196,66.66666666666666
S1056,90,80,78,82.66666666666667,248,-13.333333333333334
S1057,64,67,74,68.33333333333333,205,15.625
S1058,72,81,98,83.66666666666667,251,36.11111111111111
S1059,63,68,94,75.0,225,49.2063492063492
S1060,52,63,89,68.0,204,71.15384615384616
S1061,46,88,78,70.66666666666667,212,69.56521739130434
S1062,90,67,72,76.33333333333333,229,-20.0
S1063,67,95,71,77.66666666666667,233,5.970149253731343
S1064,62,58,74,64.66666666666667,194,19.35483870967742
S1065,77,76,58,70.33333333333333,211,-24.675324675324674
S1066,81,92,50,74.33333333333333,223,-38.2716049382716
S1067,83,51,79,71.0,213,-4.819277108433735
S1068,55,95,87,79.0,237,58.18181818181818
S1069,45,59,69,57.666666666666664,173,53.333333333333336
S1070,82,49,87,72.66666666666667,218,6.097560975609756
S1071,82,90,50,74.0,222,-39.02439024390244
S1072,66,72,69,69.0,207,4.545454545454546
S1073,90,77,90,85.66666666666667,257,0.0
S1074,65,81,73,73.0,219,12.307692307692308
S1075,67,59,95,73.66666666666667,221,41.7910447761194
S1076,88,70,58,72.0,216,-34.090909090909086
S1077,61,71,62,64.66666666666667,194,1.639344262295082
S1078,89,62,50,67.0,201,-43.82022471910113
